Date,Time,MP-1(É Sv/h),MP-2(É Sv/h),MP-3(É Sv/h),MP-4(É Sv/h),MP-5(É Sv/h),MP-6(É Sv/h),MP-7(É Sv/h),MP-8(É Sv/h)
2011/04/05,03:40,-,-,52,52,111,167,320,248
2011/04/05,03:50,-,-,52,52,111,167,320,247
2011/04/05,04:00,-,-,52,52,111,167,319,247
2011/04/05,04:10,-,-,52,52,111,167,319,247
2011/04/05,04:20,-,-,52,52,111,167,319,247
2011/04/05,04:30,-,-,52,52,111,166,319,246
2011/04/05,04:40,-,-,51,52,110,166,318,246
2011/04/05,04:50,-,-,51,52,110,166,318,246
2011/04/05,05:00,-,-,51,52,110,166,317,246
2011/04/05,05:10,-,-,51,52,110,166,317,246
2011/04/05,05:20,-,-,51,52,110,166,317,246
2011/04/05,05:30,-,-,51,52,110,166,317,246
2011/04/05,05:40,-,-,51,52,110,166,317,246
2011/04/05,05:50,-,-,51,52,110,166,317,246
2011/04/05,06:00,-,-,51,52,110,166,317,246
2011/04/05,06:10,-,-,51,52,110,166,317,246
2011/04/05,06:20,-,-,51,52,110,166,317,246
2011/04/05,06:30,-,-,51,52,110,166,317,264
2011/04/05,06:40,-,-,51,52,110,165,317,246
2011/04/05,06:50,-,-,51,52,110,165,317,246
2011/04/05,07:00,-,-,51,52,110,165,317,246
2011/04/05,07:10,-,-,51,52,110,165,317,246
2011/04/05,07:20,-,-,51,52,110,165,317,246
2011/04/05,07:30,-,-,51,52,110,165,317,246
2011/04/05,07:40,-,-,51,52,110,165,317,246
2011/04/05,07:50,-,-,51,52,110,165,317,246
2011/04/05,08:00,-,-,51,52,110,165,317,246
2011/04/05,08:10,-,-,51,52,-,-,-,-
2011/04/05,08:20,-,-,51,52,-,-,-,-
2011/04/05,08:30,-,-,51,52,-,-,-,-
2011/04/05,08:40,-,-,51,52,-,-,-,-
2011/04/05,08:50,-,-,51,52,-,-,-,-
2011/04/05,09:00,-,-,51,52,-,-,-,-
2011/04/05,09:10,-,-,51,52,-,-,-,-
2011/04/05,09:20,-,-,51,52,-,-,-,-
2011/04/05,09:30,-,-,51,52,-,-,-,-
2011/04/05,09:40,-,-,51,52,-,-,-,-
2011/04/05,09:50,-,-,51,53,-,-,-,-
2011/04/05,10:00,-,-,51,53,-,-,-,-
2011/04/05,10:10,-,-,51,53,-,-,-,-
2011/04/05,10:20,-,-,52,52,-,-,-,-
2011/04/05,10:30,-,-,52,52,-,-,-,-
2011/04/05,10:40,-,-,52,52,-,-,-,-
2011/04/05,10:50,-,-,52,52,-,-,-,-
2011/04/05,11:00,-,-,52,52,-,-,-,-
2011/04/05,11:10,-,-,52,52,-,-,-,-
2011/04/05,11:20,-,-,52,52,-,-,-,-
2011/04/05,11:30,-,-,52,52,-,-,-,-
2011/04/05,11:40,-,-,52,52,-,-,-,-
2011/04/05,11:50,-,-,52,52,-,-,-,-
2011/04/05,12:00,-,-,52,52,-,-,-,-
2011/04/05,12:10,-,-,52,52,-,-,-,-
2011/04/05,12:20,-,-,52,52,-,-,-,-
2011/04/05,12:30,-,-,52,52,-,-,-,-
2011/04/05,12:40,-,-,52,52,-,-,-,-
2011/04/05,12:50,-,-,52,52,-,-,-,-
2011/04/05,13:00,-,-,52,52,105,151,-,-
2011/04/05,13:10,-,-,52,52,108,162,302,234
2011/04/05,13:20,-,-,52,52,108,163,311,239
2011/04/05,13:30,-,-,52,52,109,163,312,242
2011/04/05,13:40,-,-,52,52,109,163,312,243
2011/04/05,13:50,-,-,52,52,109,163,312,243
2011/04/05,14:00,-,-,52,52,109,163,312,243
2011/04/05,14:10,-,-,52,52,108,163,312,243
2011/04/05,14:20,-,-,52,52,108,163,312,243
2011/04/05,14:30,-,-,52,52,108,163,312,243
2011/04/05,14:40,-,-,52,52,108,163,312,243
2011/04/05,14:50,-,-,52,52,108,162,312,243
2011/04/05,15:00,-,-,52,52,108,162,312,243
2011/04/05,15:10,-,-,52,52,108,162,312,243
2011/04/05,15:20,-,-,52,52,108,162,312,243
2011/04/05,15:30,-,-,52,52,108,162,312,243
2011/04/05,15:40,-,-,52,52,108,162,312,243
2011/04/05,15:50,-,-,52,51,108,162,312,243
2011/04/05,16:00,-,-,51,52,108,162,312,243
2011/04/05,16:10,-,-,51,51,108,162,312,243
2011/04/05,16:20,-,-,51,51,107,162,312,243
2011/04/05,16:30,-,-,51,51,107,162,312,243
2011/04/05,16:40,-,-,51,51,107,162,312,243
2011/04/05,16:50,-,-,51,51,107,162,312,243
2011/04/05,17:00,-,-,51,51,107,162,312,242
2011/04/05,17:10,-,-,51,51,107,162,311,242
2011/04/05,17:20,-,-,51,51,107,161,311,242
2011/04/05,17:30,-,-,51,51,107,161,311,242
2011/04/05,17:40,-,-,51,51,107,161,311,242
2011/04/05,17:50,-,-,51,51,107,161,311,242
2011/04/05,18:00,-,-,51,51,107,161,311,242
2011/04/05,18:10,-,-,51,51,107,161,310,242
2011/04/05,18:20,-,-,51,51,107,161,310,242
2011/04/05,18:30,-,-,51,51,107,161,310,242
2011/04/05,18:40,-,-,51,51,107,161,310,242
2011/04/05,18:50,-,-,51,51,107,161,310,242
2011/04/05,19:00,-,-,51,51,107,161,309,242
2011/04/05,19:10,-,-,51,51,107,161,309,242
2011/04/05,19:20,-,-,51,51,106,161,309,242
2011/04/05,19:30,-,-,51,51,106,160,309,242
2011/04/05,19:40,-,-,50,51,106,160,309,242
2011/04/05,19:50,-,-,50,51,106,160,309,241
2011/04/05,20:00,-,-,50,51,106,160,309,241
2011/04/05,20:10,-,-,50,51,106,160,309,241
2011/04/05,20:20,-,-,50,51,106,160,308,241
2011/04/05,20:30,-,-,50,51,106,160,308,240
2011/04/05,20:40,-,-,50,51,106,160,308,240
2011/04/05,20:50,-,-,50,51,106,160,308,240
2011/04/05,21:00,-,-,50,51,106,160,308,240
2011/04/05,21:10,-,-,50,51,106,160,308,240
2011/04/05,21:20,-,-,50,50,106,160,308,240
2011/04/05,21:30,-,-,50,50,106,160,308,240
2011/04/05,21:40,-,-,50,50,106,160,308,240
2011/04/05,21:50,-,-,50,50,106,160,308,240
2011/04/05,22:00,-,-,50,50,106,159,308,240
2011/04/05,22:10,-,-,50,50,105,159,308,240
2011/04/05,22:20,-,-,50,50,105,159,307,240
2011/04/05,22:30,-,-,50,50,106,159,307,240
2011/04/05,22:40,-,-,50,50,106,159,307,240
2011/04/05,22:50,-,-,50,50,105,159,307,239
2011/04/05,23:00,-,-,50,50,105,158,307,239
2011/04/05,23:10,-,-,50,50,105,158,307,239
2011/04/05,23:20,-,-,50,50,105,158,307,239
2011/04/05,23:30,-,-,50,50,105,158,306,239
2011/04/05,23:40,-,-,50,50,105,158,306,239
2011/04/05,23:50,-,-,50,50,105,158,306,239
2011/04/06,00:00,-,-,50,50,105,158,306,239
2011/04/06,00:10,-,-,50,50,105,158,306,239
2011/04/06,00:20,-,-,50,50,105,158,306,239
2011/04/06,00:30,-,-,50,50,105,158,305,239
2011/04/06,00:40,-,-,50,50,105,158,305,239
2011/04/06,00:50,-,-,50,50,105,158,305,238
2011/04/06,01:00,-,-,50,50,105,158,305,238
2011/04/06,01:10,-,-,50,50,105,158,304,238
2011/04/06,01:20,-,-,50,50,105,157,304,238
2011/04/06,01:30,-,-,50,50,105,157,304,238
2011/04/06,01:40,-,-,50,50,104,157,304,238
2011/04/06,01:50,-,-,49,50,104,157,304,238
2011/04/06,02:00,-,-,49,50,104,157,304,238
2011/04/06,02:10,-,-,49,50,104,157,304,238
2011/04/06,02:20,-,-,49,50,103,157,304,238
2011/04/06,02:30,-,-,49,50,103,157,304,237
2011/04/06,02:40,-,-,49,50,103,157,304,237
2011/04/06,02:50,-,-,49,50,103,157,304,237
2011/04/06,03:00,-,-,49,50,103,157,304,237
2011/04/06,03:10,-,-,49,49,103,157,303,237
2011/04/06,03:20,-,-,49,49,103,157,303,237
2011/04/06,03:30,-,-,49,49,103,157,303,237
2011/04/06,03:40,-,-,49,49,103,157,303,237
2011/04/06,03:50,-,-,49,50,103,157,303,237
2011/04/06,04:00,-,-,49,51,103,157,303,237
2011/04/06,04:10,-,-,50,52,103,157,302,237
2011/04/06,04:20,-,-,50,52,103,156,302,237
2011/04/06,04:30,-,-,50,51,103,156,302,236
2011/04/06,04:40,-,-,50,50,103,156,302,236
2011/04/06,04:50,-,-,50,49,103,156,302,236
2011/04/06,05:00,-,-,49,49,103,156,302,236
2011/04/06,05:10,-,-,49,49,103,156,302,236
2011/04/06,05:20,-,-,49,49,103,156,302,236
2011/04/06,05:30,-,-,49,49,103,156,302,236
2011/04/06,05:40,-,-,49,49,103,156,302,236
2011/04/06,05:50,-,-,49,49,103,156,302,236
2011/04/06,06:00,-,-,49,49,103,156,301,236
2011/04/06,06:10,-,-,49,49,103,156,301,236
2011/04/06,06:20,-,-,49,49,103,156,301,236
2011/04/06,06:30,-,-,49,49,103,156,301,236
2011/04/06,06:40,-,-,49,49,103,156,301,236
2011/04/06,06:50,-,-,49,49,103,156,301,236
2011/04/06,07:00,-,-,49,49,102,156,301,236
2011/04/06,07:10,-,-,49,49,102,156,301,236
2011/04/06,07:20,-,-,49,49,102,155,301,236
2011/04/06,07:30,-,-,49,49,102,155,301,236
2011/04/06,07:40,-,-,49,49,102,155,301,236
2011/04/06,07:50,-,-,49,49,102,155,301,236
2011/04/06,08:00,-,-,49,49,103,156,302,237
2011/04/06,08:10,-,-,49,49,104,159,302,236
2011/04/06,08:20,-,-,49,49,105,157,301,236
2011/04/06,08:30,-,-,49,49,106,156,300,236
2011/04/06,08:40,-,-,49,49,106,156,300,236
2011/04/06,08:50,-,-,49,49,105,156,300,236
2011/04/06,09:00,-,-,49,49,105,156,299,236
2011/04/06,09:10,-,-,49,49,105,155,299,235
2011/04/06,09:20,-,-,49,50,104,155,299,235
2011/04/06,09:30,-,-,49,50,103,155,299,235
2011/04/06,09:40,-,-,49,51,103,155,299,235
2011/04/06,09:50,-,-,49,51,103,155,299,235
2011/04/06,10:00,-,-,49,51,103,154,299,235
2011/04/06,10:10,-,-,49,51,103,154,299,235
2011/04/06,10:20,-,-,49,51,103,154,299,235
2011/04/06,10:30,-,-,49,51,103,154,299,235
2011/04/06,10:40,-,-,49,51,103,154,299,235
2011/04/06,10:50,-,-,49,51,103,154,299,235
2011/04/06,11:00,-,-,49,51,103,154,299,234
2011/04/06,11:10,-,-,49,51,103,154,299,234
2011/04/06,11:20,-,-,49,51,102,154,299,234
2011/04/06,11:30,-,-,49,51,102,154,299,234
2011/04/06,11:40,-,-,49,51,102,154,299,234
2011/04/06,11:50,-,-,49,51,102,154,299,234
2011/04/06,12:00,-,-,49,51,102,154,299,234
2011/04/06,12:10,-,-,50,51,102,154,299,234
2011/04/06,12:20,-,-,50,50,102,154,299,234
2011/04/06,12:30,-,-,50,50,102,153,299,234
2011/04/06,12:40,-,-,50,50,102,153,299,234
2011/04/06,12:50,-,-,50,50,102,153,298,234
2011/04/06,13:00,-,-,50,50,102,153,298,234
2011/04/06,13:10,-,-,50,50,101,153,298,234
2011/04/06,13:20,-,-,50,50,101,153,298,234
2011/04/06,13:30,-,-,50,50,101,153,298,234
2011/04/06,13:40,-,-,50,50,101,153,298,234
2011/04/06,13:50,-,-,50,50,101,153,298,234
2011/04/06,14:00,-,-,50,50,101,153,298,233
2011/04/06,14:10,-,-,50,50,101,153,297,234
2011/04/06,14:20,-,-,50,50,101,153,297,234
2011/04/06,14:30,-,-,50,50,101,153,297,234
2011/04/06,14:40,-,-,50,50,101,153,297,234
2011/04/06,14:50,-,-,50,50,101,153,297,234
2011/04/06,15:00,-,-,50,50,101,153,297,234
2011/04/06,15:10,-,-,50,50,101,152,297,234
2011/04/06,15:20,-,-,50,50,101,152,297,234
2011/04/06,15:30,-,-,50,50,101,152,297,234
2011/04/06,15:40,-,-,50,50,101,152,297,234
2011/04/06,15:50,-,-,50,50,101,152,297,234
2011/04/06,16:00,-,-,50,50,101,152,296,234
2011/04/06,16:10,-,-,50,50,101,152,296,234
2011/04/06,16:20,-,-,50,49,101,152,296,234
2011/04/06,16:30,-,-,49,49,101,152,296,233
2011/04/06,16:40,-,-,49,49,101,152,296,233
2011/04/06,16:50,-,-,49,49,101,152,296,233
2011/04/06,17:00,-,-,49,49,101,152,295,233
2011/04/06,17:10,-,-,49,49,101,152,295,233
2011/04/06,17:20,-,-,49,49,101,152,295,233
2011/04/06,17:30,-,-,49,49,101,151,295,232
2011/04/06,17:40,-,-,49,49,101,151,295,232
2011/04/06,17:50,-,-,49,49,101,151,295,232
2011/04/06,18:00,-,-,49,49,101,151,295,232
2011/04/06,18:10,-,-,49,49,101,151,295,232
2011/04/06,18:20,-,-,49,49,100,151,294,232
2011/04/06,18:30,-,-,49,49,100,151,294,232
2011/04/06,18:40,-,-,49,49,100,151,294,232
2011/04/06,18:50,-,-,49,49,100,151,294,231
2011/04/06,19:00,-,-,49,49,100,151,294,231
2011/04/06,19:10,-,-,49,49,99,151,294,231
2011/04/06,19:20,-,-,49,49,99,151,294,231
2011/04/06,19:30,-,-,49,49,99,151,294,231
2011/04/06,19:40,-,-,49,49,99,151,294,231
2011/04/06,19:50,-,-,48,49,99,150,294,231
2011/04/06,20:00,-,-,48,49,99,150,293,231
2011/04/06,20:10,-,-,48,48,99,150,293,231
2011/04/06,20:20,-,-,48,48,99,150,293,231
2011/04/06,20:30,-,-,48,48,99,150,293,231
2011/04/06,20:40,-,-,48,48,99,150,293,231
2011/04/06,20:50,-,-,48,48,99,150,292,231
2011/04/06,21:00,-,-,48,48,99,150,292,231
2011/04/06,21:10,-,-,48,48,99,150,292,231
2011/04/06,21:20,-,-,48,48,99,149,292,231
2011/04/06,21:30,-,-,48,48,99,149,292,231
2011/04/06,21:40,-,-,48,48,98,149,292,231
2011/04/06,21:50,-,-,48,48,98,149,292,231
2011/04/06,22:00,-,-,48,48,98,149,292,231
2011/04/06,22:10,-,-,48,48,98,149,292,230
2011/04/06,22:20,-,-,48,48,98,149,292,230
2011/04/06,22:30,-,-,48,48,98,149,291,230
2011/04/06,22:40,-,-,48,48,98,149,291,230
2011/04/06,22:50,-,-,48,48,98,149,291,230
2011/04/06,23:00,-,-,48,48,98,149,291,230
2011/04/06,23:10,-,-,48,48,98,149,291,229
2011/04/06,23:20,-,-,48,48,98,149,291,229
2011/04/06,23:30,-,-,48,48,98,149,291,229
2011/04/06,23:40,-,-,48,48,98,149,291,229
2011/04/06,23:50,-,-,48,48,98,149,290,229
2011/04/07,00:00,-,-,48,48,98,149,290,229
2011/04/07,00:10,-,-,48,48,98,149,290,229
2011/04/07,00:20,-,-,48,48,98,149,290,229
2011/04/07,00:30,-,-,48,48,98,149,290,229
2011/04/07,00:40,-,-,48,48,98,149,290,229
2011/04/07,00:50,-,-,48,48,98,149,290,229
2011/04/07,01:00,-,-,48,48,98,149,290,229
2011/04/07,01:10,-,-,48,48,98,149,289,228
2011/04/07,01:20,-,-,48,48,98,149,290,228
2011/04/07,01:30,-,-,48,48,98,149,290,228
2011/04/07,01:40,-,-,48,48,98,149,290,228
2011/04/07,01:50,-,-,48,48,98,149,290,228
2011/04/07,02:00,-,-,48,48,98,149,289,229
2011/04/07,02:10,-,-,48,48,98,149,289,229
2011/04/07,02:20,-,-,48,48,98,148,289,228
2011/04/07,02:30,-,-,48,48,97,148,290,229
2011/04/07,02:40,-,-,47,48,97,148,289,231
2011/04/07,02:50,-,-,47,48,97,148,289,230
2011/04/07,03:00,-,-,47,48,97,148,291,229
2011/04/07,03:10,-,-,47,47,97,147,290,230
2011/04/07,03:20,-,-,47,47,97,147,290,230
2011/04/07,03:30,-,-,47,47,97,147,290,229
2011/04/07,03:40,-,-,47,48,97,148,289,229
2011/04/07,03:50,-,-,48,48,97,148,289,228
2011/04/07,04:00,-,-,48,48,97,148,289,228
2011/04/07,04:10,-,-,47,48,97,149,289,228
2011/04/07,04:20,-,-,47,48,98,149,288,228
2011/04/07,04:30,-,-,47,48,98,148,288,228
2011/04/07,04:40,-,-,47,49,98,148,288,228
2011/04/07,04:50,-,-,47,49,98,147,288,228
2011/04/07,05:00,-,-,48,49,98,147,288,228
2011/04/07,05:10,-,-,47,49,98,147,288,228
2011/04/07,05:20,-,-,48,49,98,147,288,227
2011/04/07,05:30,-,-,48,48,97,147,287,227
2011/04/07,05:40,-,-,48,48,97,147,287,227
2011/04/07,05:50,-,-,47,48,97,147,287,227
2011/04/07,06:00,-,-,47,48,97,147,287,227
2011/04/07,06:10,-,-,47,48,97,147,287,227
2011/04/07,06:20,-,-,47,48,97,147,287,227
2011/04/07,06:30,-,-,47,48,97,147,287,227
2011/04/07,06:40,-,-,47,47,97,147,287,227
2011/04/07,06:50,-,-,47,47,97,147,287,227
2011/04/07,07:00,-,-,47,47,97,147,287,227
2011/04/07,07:10,-,-,47,47,97,147,287,227
2011/04/07,07:20,-,-,47,47,97,146,287,227
2011/04/07,07:30,-,-,47,47,97,146,287,227
2011/04/07,07:40,-,-,47,47,97,146,287,227
2011/04/07,07:50,-,-,47,47,97,146,287,227
2011/04/07,08:00,-,-,47,47,97,146,287,227
2011/04/07,08:10,-,-,47,47,97,146,287,227
2011/04/07,08:20,-,-,47,47,97,146,287,227
2011/04/07,08:30,-,-,47,48,97,146,287,227
2011/04/07,08:40,-,-,48,48,97,146,287,227
2011/04/07,08:50,-,-,48,48,97,146,287,227
2011/04/07,09:00,-,-,48,48,97,145,287,227
2011/04/07,09:10,-,-,48,48,97,145,287,227
2011/04/07,09:20,-,-,48,48,96,145,287,227
2011/04/07,09:30,-,-,48,48,96,145,287,226
2011/04/07,09:40,-,-,48,48,96,145,287,226
2011/04/07,09:50,-,-,48,48,96,145,286,226
2011/04/07,10:00,-,-,49,48,96,145,286,226
2011/04/07,10:10,-,-,48,48,96,145,286,226
2011/04/07,10:20,-,-,48,48,96,145,286,226
2011/04/07,10:30,-,-,48,48,95,145,285,226
2011/04/07,10:40,-,-,48,48,95,145,285,226
2011/04/07,10:50,-,-,48,48,95,145,285,226
2011/04/07,11:00,-,-,48,48,95,145,285,226
2011/04/07,11:10,-,-,48,48,95,145,285,226
2011/04/07,11:20,-,-,48,48,95,145,285,226
2011/04/07,11:30,-,-,48,48,95,145,285,226
2011/04/07,11:40,-,-,48,48,95,145,285,226
2011/04/07,11:50,-,-,48,48,95,145,285,226
2011/04/07,12:00,-,-,48,48,95,144,285,226
2011/04/07,12:10,-,-,47,48,95,144,285,226
2011/04/07,12:20,-,-,47,48,95,144,285,226
2011/04/07,12:30,-,-,47,48,95,144,284,226
2011/04/07,12:40,-,-,47,47,95,144,284,226
2011/04/07,12:50,-,-,47,47,95,144,284,226
2011/04/07,13:00,-,-,47,47,95,144,284,226
2011/04/07,13:10,-,-,47,47,95,144,284,226
2011/04/07,13:20,-,-,47,47,95,144,284,226
2011/04/07,13:30,-,-,47,48,95,144,284,226
2011/04/07,13:40,-,-,48,48,95,144,283,226
2011/04/07,13:50,-,-,48,48,95,144,284,226
2011/04/07,14:00,-,-,47,48,95,144,283,226
2011/04/07,14:10,-,-,47,47,95,144,283,226
2011/04/07,14:20,-,-,47,47,95,144,283,226
2011/04/07,14:30,-,-,47,47,95,144,283,226
2011/04/07,14:40,-,-,47,47,95,144,283,226
2011/04/07,14:50,-,-,47,47,95,144,283,226
2011/04/07,15:00,-,-,47,47,95,144,283,226
2011/04/07,15:10,-,-,47,47,95,144,283,226
2011/04/07,15:20,-,-,47,47,94,143,283,225
2011/04/07,15:30,-,-,47,47,94,143,283,225
2011/04/07,15:40,-,-,47,47,94,143,283,224
2011/04/07,15:50,-,-,47,47,94,143,283,224
2011/04/07,16:00,-,-,47,47,94,143,283,224
2011/04/07,16:10,-,-,47,47,94,143,282,224
2011/04/07,16:20,-,-,47,47,94,143,282,224
2011/04/07,16:30,-,-,47,47,94,143,282,224
2011/04/07,16:40,-,-,47,47,94,143,282,224
2011/04/07,16:50,-,-,47,47,94,143,282,224
2011/04/07,17:00,-,-,47,47,94,143,282,224
2011/04/07,17:10,-,-,47,47,94,143,282,224
2011/04/07,17:20,-,-,47,47,94,143,282,224
2011/04/07,17:30,-,-,47,47,94,142,282,223
2011/04/07,17:40,-,-,47,47,94,142,282,223
2011/04/07,17:50,-,-,47,47,94,142,281,223
2011/04/07,18:00,-,-,47,47,94,142,281,223
2011/04/07,18:10,-,-,47,47,93,142,281,223
2011/04/07,18:20,-,-,47,47,93,142,281,223
2011/04/07,18:30,-,-,47,47,93,142,281,223
2011/04/07,18:40,-,-,46,47,93,142,280,223
2011/04/07,18:50,-,-,46,47,93,142,280,223
2011/04/07,19:00,-,-,46,46,93,142,280,223
2011/04/07,19:10,-,-,46,46,93,142,280,223
2011/04/07,19:20,-,-,46,46,93,142,280,223
2011/04/07,19:30,-,-,46,46,93,142,280,223
2011/04/07,19:40,-,-,46,46,93,142,280,223
2011/04/07,19:50,-,-,46,46,93,142,280,223
2011/04/07,20:00,-,-,46,46,93,142,280,223
2011/04/07,20:10,-,-,46,46,93,141,280,223
2011/04/07,20:20,-,-,46,46,93,141,279,223
2011/04/07,20:30,-,-,46,46,93,141,279,223
2011/04/07,20:40,-,-,46,46,93,141,279,223
2011/04/07,20:50,-,-,46,46,93,141,279,223
2011/04/07,21:00,-,-,46,47,92,141,279,223
2011/04/07,21:10,-,-,46,47,92,141,279,223
2011/04/07,21:20,-,-,46,46,91,140,279,223
2011/04/07,21:30,-,-,46,46,91,140,279,222
2011/04/07,21:40,-,-,46,46,90,140,279,222
2011/04/07,21:50,-,-,46,46,90,140,279,222
2011/04/07,22:00,-,-,46,46,90,140,279,222
2011/04/07,22:10,-,-,46,46,90,140,279,222
2011/04/07,22:20,-,-,46,46,90,140,278,222
2011/04/07,22:30,-,-,46,46,90,140,278,222
2011/04/07,22:40,-,-,46,46,90,140,278,222
2011/04/07,22:50,-,-,46,46,90,140,278,222
2011/04/07,23:00,-,-,46,46,90,140,278,221
2011/04/07,23:10,-,-,46,46,90,140,278,221
2011/04/07,23:20,-,-,46,46,90,140,278,221
2011/04/07,23:30,-,-,46,46,90,140,278,221
2011/04/07,23:40,-,-,46,46,90,140,278,221
2011/04/07,23:50,-,-,46,46,90,140,278,221
2011/04/08,00:00,-,-,46,46,90,140,278,221
2011/04/08,00:10,-,-,46,46,90,140,277,221
2011/04/08,00:20,-,-,46,46,90,140,277,221
2011/04/08,00:30,-,-,46,46,90,140,277,221
2011/04/08,00:40,-,-,46,46,90,140,277,221
2011/04/08,00:50,-,-,46,46,90,140,277,221
2011/04/08,01:00,-,-,46,46,90,140,277,221
2011/04/08,01:10,-,-,46,46,90,139,277,221
2011/04/08,01:20,-,-,46,46,90,139,277,221
2011/04/08,01:30,-,-,46,46,90,139,277,220
2011/04/08,01:40,-,-,46,46,90,139,277,220
2011/04/08,01:50,-,-,46,46,90,139,276,220
2011/04/08,02:00,-,-,46,46,90,139,276,220
2011/04/08,02:10,-,-,46,46,90,139,276,220
2011/04/08,02:20,-,-,46,46,90,139,276,220
2011/04/08,02:30,-,-,46,46,90,139,276,220
2011/04/08,02:40,-,-,46,46,90,139,276,220
2011/04/08,02:50,-,-,46,46,90,139,276,220
2011/04/08,03:00,-,-,45,46,90,139,276,220
2011/04/08,03:10,-,-,45,46,90,139,275,220
2011/04/08,03:20,-,-,45,46,90,139,275,220
2011/04/08,03:30,-,-,45,45,90,139,275,220
2011/04/08,03:40,-,-,45,45,90,139,275,220
2011/04/08,03:50,-,-,45,45,90,138,275,220
2011/04/08,04:00,-,-,45,45,90,138,275,220
2011/04/08,04:10,-,-,46,46,90,138,275,220
2011/04/08,04:20,-,-,46,46,90,138,275,220
2011/04/08,04:30,-,-,46,45,90,138,275,220
2011/04/08,04:40,-,-,46,45,90,138,275,220
2011/04/08,04:50,-,-,45,45,90,138,275,220
2011/04/08,05:00,-,-,45,45,90,138,274,220
2011/04/08,05:10,-,-,45,45,90,138,274,220
2011/04/08,05:20,-,-,45,45,90,138,274,220
2011/04/08,05:30,-,-,45,45,90,138,274,220
2011/04/08,05:40,-,-,45,45,90,138,274,219
2011/04/08,05:50,-,-,45,45,90,138,274,219
2011/04/08,06:00,-,-,45,45,90,138,274,219
2011/04/08,06:10,-,-,45,45,90,138,274,219
2011/04/08,06:20,-,-,45,45,90,138,274,219
2011/04/08,06:30,-,-,45,45,90,138,274,219
2011/04/08,06:40,-,-,46,45,90,138,274,219
2011/04/08,06:50,-,-,45,45,90,138,274,219
2011/04/08,07:00,-,-,45,45,90,138,274,219
2011/04/08,07:10,-,-,45,45,90,138,274,219
2011/04/08,07:20,-,-,46,45,90,137,274,219
2011/04/08,07:30,-,-,46,46,90,137,274,219
2011/04/08,07:40,-,-,46,46,90,137,274,219
2011/04/08,07:50,-,-,46,45,90,137,274,219
